School ID,Grade 7 Male,Grade 7 Female,Grade 8 Male,Grade 8 Female,Grade 9 Male,Grade 9 Female,Grade 10 Male,Grade 10 Female,Grade 11 Male,Grade 11 Female,Grade 12 Male,Grade 12 Female,SPED NG Male,SPED NG Female
300001,20,12,13,17,10,15,17,14,0,0,0,0,0,0
300002,240,288,229,258,225,231,261,207,0,0,0,0,0,0
300003,89,84,78,88,65,76,54,79,0,0,0,0,0,0
300004,38,47,47,54,39,42,52,45,0,0,0,0,0,0
300005,78,70,60,61,68,64,53,50,0,0,0,0,0,0
300006,79,63,90,84,74,62,74,73,0,0,0,0,0,0
300007,41,47,64,51,41,49,41,58,0,0,0,0,0,0
300008,35,24,31,31,26,30,34,23,0,0,0,0,0,0
300009,15,20,21,20,10,16,20,11,0,0,0,0,0,0
300010,37,24,39,29,28,35,39,25,0,0,0,0,0,0
300011,32,34,42,37,37,50,35,29,0,0,0,0,0,0
300012,27,35,35,34,30,18,28,31,0,0,0,0,0,0
300013,31,34,29,24,38,30,21,33,0,0,0,0,0,0
300014,56,61,46,62,52,45,49,38,0,0,0,0,0,0
300015,108,121,101,97,71,90,92,59,0,0,0,0,0,0
300016,87,82,97,68,81,67,71,56,0,0,0,0,0,0
300017,24,29,13,29,14,14,11,19,0,0,0,0,0,0
300018,143,152,161,137,120,137,104,123,0,0,0,0,0,0
300019,72,56,54,74,45,60,45,49,0,0,0,0,0,0
300020,112,98,84,113,81,92,85,95,0,0,0,0,0,0
300021,43,32,56,41,37,28,29,31,0,0,0,0,0,0
300022,64,65,58,72,44,45,50,66,0,0,0,0,0,0
300023,40,28,46,34,39,37,37,34,0,0,0,0,0,0
300024,83,71,81,73,78,60,49,57,0,0,0,0,0,0
300025,48,37,32,37,42,44,40,55,0,0,0,0,0,0
300026,50,39,45,43,46,30,42,25,0,0,0,0,0,0
300027,128,120,94,92,78,91,75,69,0,0,0,0,0,0
300028,198,189,201,200,187,187,172,179,0,0,0,0,0,0
300029,165,155,146,119,140,166,138,107,0,0,0,0,0,0
300030,102,106,123,107,109,93,74,79,0,0,0,0,0,0
300031,39,39,47,35,28,39,35,32,0,0,0,0,0,0
300032,24,32,34,26,24,25,20,24,0,0,0,0,0,0
300033,79,65,64,77,65,59,67,54,0,0,0,0,0,0
300034,38,22,39,26,35,28,0,0,0,0,0,0,27,34
300035,145,129,117,155,108,120,101,108,0,0,0,0,0,0
300036,41,36,35,36,33,46,21,20,0,0,0,0,0,0
300037,84,57,59,61,72,42,42,54,0,0,0,0,0,0
300038,61,46,76,48,40,50,50,38,0,0,0,0,0,0
300039,10,13,17,12,20,6,14,7,0,0,0,0,0,0
300040,0,0,0,0,3,0,4,0,0,0,0,0,0,0
300041,88,70,117,79,90,73,89,68,0,0,0,0,0,0
300042,27,31,40,27,45,36,29,32,0,0,0,0,0,0
300043,97,104,132,105,108,94,71,72,0,0,0,0,0,0
300044,297,292,276,289,251,270,229,255,0,0,0,0,0,0
300045,59,29,33,26,49,35,35,41,0,0,0,0,0,0
300046,105,99,99,117,75,107,78,83,0,0,0,0,0,0
300047,38,40,34,25,32,33,33,25,0,0,0,0,0,0
300048,34,34,33,16,24,27,25,28,0,0,0,0,0,0
300049,79,52,75,49,72,66,69,56,0,0,0,0,0,0
300050,15,15,11,17,13,15,14,20,0,0,0,0,0,0
300051,50,47,55,52,52,60,51,37,0,0,0,0,0,0
300052,580,687,585,700,467,619,480,594,0,0,0,0,0,0
300053,21,12,29,20,15,17,27,23,0,0,0,0,0,0
300054,47,35,42,41,37,43,32,36,0,0,0,0,0,0
300055,52,27,31,38,24,25,24,21,0,0,0,0,0,0
300056,101,91,116,82,79,63,63,79,0,0,0,0,0,0
300057,106,91,104,80,106,87,86,70,0,0,0,0,0,0
300058,26,14,22,19,25,20,26,27,0,0,0,0,0,0
300059,68,46,66,47,60,46,47,36,0,0,0,0,0,0
300060,72,43,66,56,47,52,47,46,0,0,0,0,0,0
300061,30,24,27,21,17,25,20,21,0,0,0,0,0,0
300062,41,29,32,31,39,34,36,33,0,0,0,0,0,0
300063,297,304,284,288,248,264,199,256,0,0,0,0,0,0
300064,44,30,37,49,22,22,16,32,0,0,0,0,0,0
300065,20,18,21,9,21,20,25,17,0,0,0,0,0,0
300066,21,25,26,16,20,26,20,15,0,0,0,0,0,0
300067,27,23,44,27,25,20,16,26,0,0,0,0,0,0
300068,15,13,14,16,20,17,9,11,0,0,0,0,0,0
300069,54,43,43,51,41,39,32,37,0,0,0,0,0,0
300070,60,42,34,43,45,46,44,35,0,0,0,0,0,0
300071,12,9,8,21,18,16,12,13,0,0,0,0,0,0
300072,99,117,92,100,87,100,81,87,0,0,0,0,0,0
300073,82,59,98,73,69,62,66,66,0,0,0,0,0,0
300074,26,14,25,17,17,22,21,28,0,0,0,0,0,0
300075,73,61,66,58,58,52,56,64,0,0,0,0,0,0
300076,21,21,29,22,20,16,31,12,0,0,0,0,0,0
300077,191,183,200,186,177,177,118,135,0,0,0,0,0,0
300078,96,84,47,65,58,63,54,54,0,0,0,0,0,0
300079,16,8,19,12,10,12,21,10,0,0,0,0,0,0
300080,291,274,270,302,220,285,234,290,0,0,0,0,0,0
300081,39,35,27,27,48,27,29,28,0,0,0,0,0,0
300083,73,50,83,66,61,65,57,44,0,0,0,0,0,0
300084,20,18,14,18,27,22,13,12,0,0,0,0,0,0
300085,69,61,62,56,61,65,47,46,0,0,0,0,0,0
300086,337,289,307,254,274,272,220,242,0,0,0,0,0,0
300087,31,28,19,23,30,17,33,16,0,0,0,0,0,0
300088,81,80,90,86,51,78,72,60,0,0,0,0,0,0
300089,39,27,32,28,25,32,24,27,0,0,0,0,0,0
300090,26,23,31,22,24,22,37,25,0,0,0,0,0,0
300091,43,39,35,40,35,30,37,39,0,0,0,0,0,0
300092,45,40,41,33,34,38,25,42,0,0,0,0,0,0
300093,206,245,243,238,184,198,153,174,0,0,0,0,7,2
300094,74,55,61,44,57,46,56,42,0,0,0,0,0,0
300095,291,263,251,263,258,242,250,207,0,0,0,0,0,0
300096,42,27,39,39,29,33,32,28,0,0,0,0,5,2
300097,42,25,34,26,24,45,30,33,0,0,0,0,0,0
300098,20,16,18,16,18,19,25,11,0,0,0,0,0,0
300099,30,20,22,30,31,14,24,26,0,0,0,0,0,0
300100,35,26,32,24,25,29,28,32,0,0,0,0,0,0
300101,42,27,41,45,36,35,44,22,0,0,0,0,0,0
300102,45,46,41,39,51,44,51,47,0,0,0,0,0,0
300103,31,32,36,28,25,19,29,35,0,0,0,0,0,0
300104,59,73,81,59,86,86,76,88,0,0,0,0,0,0
300105,22,26,23,21,28,26,28,17,0,0,0,0,0,0
300106,150,154,148,134,145,127,99,108,0,0,0,0,0,0
300107,37,29,44,29,34,35,39,33,0,0,0,0,0,0
300108,19,26,20,15,19,17,21,22,0,0,0,0,0,0
300109,107,103,101,80,95,77,80,83,0,0,0,0,0,0
300110,18,21,29,8,16,17,25,11,0,0,0,0,0,0
300111,57,54,48,34,36,46,31,40,0,0,0,0,0,0
300112,362,321,360,293,324,302,298,275,0,0,0,0,0,0
300113,38,33,34,27,36,36,32,37,0,0,0,0,0,0
300114,309,239,235,228,248,209,181,198,0,0,0,0,0,0
300115,30,32,42,25,48,39,43,29,0,0,0,0,0,0
300116,43,37,45,52,40,37,31,37,0,0,0,0,0,0
300117,18,22,12,16,13,18,16,19,0,0,0,0,0,0
300118,591,499,608,509,574,524,488,524,0,0,0,0,0,0
300119,44,54,44,46,49,35,41,32,0,0,0,0,0,0
300120,131,112,118,127,110,121,101,104,0,0,0,0,0,0
300121,45,51,43,41,29,34,38,27,0,0,0,0,0,0
300122,300,316,292,262,239,268,262,273,0,0,0,0,0,0
300123,69,61,61,52,59,58,59,64,0,0,0,0,0,0
300124,68,46,56,51,61,46,42,53,0,0,0,0,0,0
300125,33,24,21,25,20,29,20,21,0,0,0,0,0,0
300126,9,11,13,9,6,9,12,12,0,0,0,0,0,0
300127,35,42,27,30,37,28,37,34,0,0,0,0,0,0
300128,51,35,44,36,36,56,36,19,0,0,0,0,0,0
300129,120,118,156,132,100,92,126,138,0,0,0,0,0,0
300130,263,284,286,294,257,240,215,207,0,0,0,0,0,0
300131,101,91,82,81,65,65,55,77,0,0,0,0,0,0
300132,44,81,47,80,47,56,29,53,0,0,0,0,0,0
300133,227,225,232,258,216,200,176,187,0,0,0,0,0,0
300134,27,30,34,27,28,29,22,35,0,0,0,0,0,0
300135,101,64,82,76,60,70,52,73,0,0,0,0,0,0
300136,39,29,27,29,31,24,26,19,0,0,0,0,0,0
300137,42,45,53,28,50,43,33,37,0,0,0,0,0,0
300138,24,32,27,21,18,26,43,27,0,0,0,0,0,0
300139,78,57,81,49,44,62,51,60,0,0,0,0,0,0
300140,26,37,16,41,22,35,32,28,0,0,0,0,0,0
300141,37,34,40,42,21,34,23,31,0,0,0,0,0,0
300142,22,26,23,24,29,18,24,26,0,0,0,0,0,0
300143,51,38,47,35,43,35,44,32,0,0,0,0,0,0
300144,36,23,39,43,37,26,41,34,0,0,0,0,0,0
300145,43,45,45,39,38,41,36,39,0,0,0,0,0,0
300146,118,96,114,83,75,69,86,79,0,0,0,0,0,0
300147,144,100,123,91,148,108,128,100,0,0,0,0,0,0
300148,41,33,44,27,28,27,55,25,0,0,0,0,0,0
300149,51,27,29,39,35,37,28,30,0,0,0,0,0,0
300150,36,30,38,32,24,22,24,31,0,0,0,0,0,0
300151,31,38,31,27,41,25,23,30,0,0,0,0,0,0
300152,115,107,118,100,100,105,102,94,0,0,0,0,0,0
300153,22,19,32,25,35,26,31,16,0,0,0,0,0,0
300154,160,143,140,145,140,147,144,177,0,0,0,0,0,0
300155,459,445,443,415,395,420,383,396,0,0,0,0,0,0
300156,45,24,37,37,36,32,43,32,0,0,0,0,0,0
300157,94,93,95,84,84,88,94,62,0,0,0,0,0,0
300158,90,82,79,69,77,76,78,85,0,0,0,0,0,0
300159,71,40,43,29,43,42,33,43,0,0,0,0,0,0
300160,45,50,56,33,42,46,51,31,0,0,0,0,0,0
300161,86,84,74,78,60,76,52,66,0,0,0,0,0,0
300162,25,16,26,21,24,18,24,17,0,0,0,0,0,0
300163,90,81,94,90,76,65,65,64,0,0,0,0,0,0
300164,51,47,63,47,56,46,54,43,0,0,0,0,0,0
300165,91,104,107,90,86,88,109,94,0,0,0,0,0,0
300166,12,17,17,22,20,18,23,25,0,0,0,0,0,0
300167,265,235,218,251,221,244,205,207,0,0,0,0,0,0
300168,765,727,694,774,654,670,571,639,0,0,0,0,0,0
300169,53,39,49,37,38,44,24,35,0,0,0,0,0,0
300170,17,12,14,15,10,21,7,16,0,0,0,0,0,0
300171,35,32,25,37,31,25,37,26,0,0,0,0,0,0
300172,110,117,89,98,81,98,73,92,0,0,0,0,0,0
300173,60,54,49,56,70,53,56,38,0,0,0,0,0,0
300174,56,63,56,50,46,50,37,49,0,0,0,0,0,0
300175,98,73,81,62,62,68,83,69,0,0,0,0,0,0
300176,81,67,72,74,67,56,60,48,0,0,0,0,0,0
300177,147,120,159,149,116,107,127,121,0,0,0,0,0,0
300178,76,54,69,61,64,64,50,44,0,0,0,0,0,0
300179,130,117,115,121,99,121,125,124,0,0,0,0,0,0
300180,19,25,18,13,14,16,20,15,0,0,0,0,0,0
300181,78,64,75,75,73,88,60,67,0,0,0,0,0,0
300182,30,28,39,25,27,30,33,33,0,0,0,0,0,0
300183,538,518,537,480,414,472,419,423,0,0,0,0,0,0
300184,50,30,39,35,56,40,48,43,0,0,0,0,0,0
300185,86,90,77,68,75,70,74,52,0,0,0,0,0,0
300186,65,62,54,54,60,45,53,46,0,0,0,0,0,0
300187,44,35,40,56,39,29,49,33,0,0,0,0,0,0
300188,74,49,68,67,75,61,69,55,0,0,0,0,0,0
300189,49,66,47,74,68,71,45,63,0,0,0,0,0,0
300190,31,29,46,33,39,33,29,23,0,0,0,0,0,0
300191,22,14,33,23,28,22,21,23,0,0,0,0,0,0
300192,99,114,105,100,100,95,79,86,0,0,0,0,0,0
300193,419,338,383,400,361,342,370,352,0,0,0,0,0,0
300194,26,26,24,36,24,29,24,29,0,0,0,0,0,0
300195,37,37,51,38,39,33,49,33,0,0,0,0,0,0
300196,27,28,27,32,33,26,28,23,0,0,0,0,0,0
300197,38,44,52,49,44,40,45,31,0,0,0,0,0,0
300198,107,111,136,102,110,99,117,79,0,0,0,0,0,0
300199,129,101,113,108,111,123,120,96,0,0,0,0,0,0
300200,102,87,120,88,115,101,99,102,0,0,0,0,0,0
300201,113,73,65,69,69,60,74,50,0,0,0,0,0,0
300202,135,119,154,110,134,129,146,97,0,0,0,0,0,0
300203,78,78,79,77,83,69,76,58,0,0,0,0,0,0
300204,82,58,70,54,77,61,89,68,0,0,0,0,0,0
300205,22,22,25,30,19,24,22,26,0,0,0,0,0,0
300206,59,54,48,39,47,57,44,46,0,0,0,0,0,0
300207,30,38,43,43,44,22,26,19,0,0,0,0,0,0
300208,56,44,56,48,36,42,58,59,0,0,0,0,0,0
300209,218,187,190,187,175,181,151,170,0,0,0,0,0,0
300210,25,20,28,24,26,19,32,16,0,0,0,0,0,0
300211,125,115,125,99,102,108,104,77,0,0,0,0,0,0
300212,47,31,41,31,35,41,37,24,0,0,0,0,0,0
300213,101,77,86,96,87,86,74,63,0,0,0,0,0,0
300214,76,46,54,42,18,35,49,40,0,0,0,0,0,0
300215,91,81,72,78,46,64,71,57,0,0,0,0,0,0
300216,38,33,39,45,37,39,25,36,0,0,0,0,0,0
300217,32,30,19,24,36,32,22,28,0,0,0,0,0,0
300218,148,134,157,121,134,119,138,130,0,0,0,0,0,0
300219,47,42,45,32,36,36,41,36,0,0,0,0,0,0
300220,392,425,349,356,399,376,373,365,0,0,0,0,0,0
300221,17,16,22,13,31,13,23,19,0,0,0,0,0,0
300222,322,374,385,381,357,387,352,310,0,0,0,0,0,0
300224,260,254,242,240,227,244,198,184,0,0,0,0,8,2
300225,70,41,60,44,58,38,55,44,0,0,0,0,0,0
300226,62,56,55,65,67,51,52,56,0,0,0,0,0,0
300227,19,17,20,15,19,8,20,13,0,0,0,0,0,0
300228,76,69,63,69,73,75,63,68,0,0,0,0,0,0
300229,19,8,10,15,12,17,19,11,0,0,0,0,0,0
300230,98,90,84,77,70,82,73,77,0,0,0,0,0,0
300231,49,31,53,39,44,44,33,42,0,0,0,0,0,0
300232,200,200,187,167,143,156,111,140,0,0,0,0,0,0
300233,618,614,628,630,492,635,509,596,0,0,0,0,0,0
300234,264,220,290,212,229,204,195,152,0,0,0,0,0,0
300235,124,109,110,103,134,104,113,88,0,0,0,0,0,0
300236,113,122,109,99,110,123,109,111,0,0,0,0,0,0
300237,83,85,80,84,71,75,62,53,0,0,0,0,0,0
300238,107,90,82,74,98,94,87,92,0,0,0,0,0,0
300239,61,59,57,61,63,54,51,56,0,0,0,0,0,0
300240,47,29,43,22,51,40,36,39,0,0,0,0,0,0
300241,228,216,242,239,196,199,234,220,0,0,0,0,0,0
300242,57,38,61,47,45,52,35,38,0,0,0,0,0,0
300243,63,50,72,41,49,39,50,57,0,0,0,0,0,0
300244,35,30,40,36,36,26,42,40,0,0,0,0,0,0
300245,22,33,44,33,27,26,29,30,0,0,0,0,0,0
300246,43,50,55,48,39,43,49,41,0,0,0,0,0,0
300247,89,77,86,66,73,62,79,91,0,0,0,0,0,0
300248,78,78,86,80,91,84,75,75,0,0,0,0,0,0
300249,67,58,60,61,55,45,47,45,0,0,0,0,0,0
300250,57,61,55,66,52,58,49,61,0,0,0,0,0,0
300251,54,47,49,46,48,44,26,24,0,0,0,0,0,0
300252,41,20,41,35,45,30,35,30,0,0,0,0,0,0
300253,67,67,76,61,87,87,50,71,0,0,0,0,0,0
300254,63,41,45,45,49,43,52,54,0,0,0,0,0,0
300255,252,266,205,236,207,209,214,240,0,0,0,0,0,0
300256,91,79,68,59,71,48,66,53,0,0,0,0,0,0
300257,77,68,86,58,68,54,69,48,0,0,0,0,0,0
300258,53,63,48,42,66,50,45,42,0,0,0,0,0,0
300259,65,58,46,38,54,44,58,31,0,0,0,0,0,0
300260,85,77,95,84,88,87,78,95,0,0,0,0,0,0
300261,47,43,45,39,41,24,27,25,0,0,0,0,0,0
300262,43,40,51,32,37,29,37,24,0,0,0,0,0,0
300263,99,82,84,67,74,89,75,68,0,0,0,0,0,0
300264,45,39,55,40,43,46,26,37,0,0,0,0,0,0
300265,65,54,73,47,65,46,52,45,0,0,0,0,0,0
300266,73,47,52,47,55,47,62,41,0,0,0,0,0,0
300267,133,153,147,131,123,129,146,137,0,0,0,0,0,0
300268,69,69,72,73,54,57,67,53,0,0,0,0,0,0
300269,30,12,16,21,21,15,19,23,0,0,0,0,0,0
300270,41,31,34,27,42,23,29,38,0,0,0,0,0,0
300271,49,33,41,35,35,32,39,38,0,0,0,0,0,0
300272,22,25,32,27,27,24,31,22,0,0,0,0,0,0
300273,101,103,106,98,114,112,121,110,0,0,0,0,28,17
300274,75,65,57,59,75,53,57,55,0,0,0,0,0,0
300275,115,79,104,81,88,67,81,88,0,0,0,0,0,0
300276,64,60,58,71,56,46,61,61,0,0,0,0,0,0
300277,80,51,78,66,77,51,39,63,0,0,0,0,0,0
300278,51,63,65,50,48,56,50,57,0,0,0,0,0,0
300279,69,60,64,58,66,66,55,40,0,0,0,0,0,0
300280,24,18,15,22,15,17,26,23,0,0,0,0,0,0
300281,161,110,139,135,129,133,94,131,0,0,0,0,0,0
300282,28,13,35,24,28,14,31,17,0,0,0,0,0,0
300283,44,28,23,24,26,33,34,20,0,0,0,0,0,0
300284,36,29,31,20,23,18,20,21,0,0,0,0,0,0
300285,16,24,28,25,33,22,20,21,0,0,0,0,0,0
300286,214,207,209,230,190,190,153,177,0,0,0,0,0,0
300287,316,334,312,326,281,268,269,296,0,0,0,0,0,0
300288,46,52,60,36,60,38,41,42,0,0,0,0,0,0
300289,43,37,48,31,23,33,41,31,0,0,0,0,0,0
300290,70,54,62,63,49,41,58,49,0,0,0,0,0,0
300291,47,32,46,31,42,30,20,24,0,0,0,0,0,0
300292,32,18,26,31,21,17,30,24,0,0,0,0,0,0
300293,13,19,22,13,20,13,9,14,0,0,0,0,0,0
300294,66,59,49,55,53,61,56,42,0,0,0,0,0,0
300295,77,62,61,54,82,63,56,56,0,0,0,0,0,0
300296,9,6,8,9,6,4,4,7,0,0,0,0,0,0
300297,22,15,33,18,19,15,17,24,0,0,0,0,0,0
300298,35,30,45,31,32,24,28,26,0,0,0,0,0,0
300299,25,24,28,29,19,20,27,19,0,0,0,0,0,0
300300,25,16,32,24,25,22,26,20,0,0,0,0,0,0
300301,168,161,131,128,136,137,120,119,0,0,0,0,0,0
300302,71,61,90,53,62,54,64,52,0,0,0,0,0,0
300303,20,12,22,14,12,19,7,14,0,0,0,0,0,0
300304,45,55,85,72,77,48,72,57,0,0,0,0,0,0
300305,36,19,31,34,29,43,24,26,0,0,0,0,0,0
300306,44,34,44,39,35,38,40,41,0,0,0,0,0,0
300307,439,349,369,397,327,373,355,314,0,0,0,0,0,0
300308,379,328,323,369,285,323,264,330,0,0,0,0,0,0
300309,173,161,172,170,135,158,153,164,0,0,0,0,0,0
300310,10,17,17,26,24,18,18,18,0,0,0,0,0,0
300311,39,25,32,20,30,19,32,31,0,0,0,0,0,0
300312,90,86,88,74,75,71,67,54,0,0,0,0,0,0
300313,39,26,18,30,23,24,18,26,0,0,0,0,0,0
300314,97,86,96,84,98,79,81,67,0,0,0,0,0,0
300315,57,43,65,40,45,53,37,49,0,0,0,0,0,0
300316,93,60,70,75,71,53,68,50,0,0,0,0,0,0
300317,51,34,39,42,38,32,29,31,0,0,0,0,0,0
300318,19,32,16,26,28,21,19,26,0,0,0,0,0,0
300319,125,122,118,104,91,83,108,86,0,0,0,0,0,0
300320,41,20,30,44,33,24,30,28,0,0,0,0,0,0
300321,115,92,120,112,100,91,84,102,0,0,0,0,0,0
300322,200,216,183,230,172,184,137,171,0,0,0,0,0,0
300323,99,76,104,73,88,86,96,70,0,0,0,0,0,0
300324,8,6,8,9,4,7,7,8,0,0,0,0,0,0
300325,451,411,421,400,387,394,362,340,0,0,0,0,0,0
300326,768,805,728,754,697,711,645,651,0,0,0,0,0,0
300327,23,28,28,21,25,31,28,18,0,0,0,0,0,0
300328,310,285,274,290,233,301,192,253,0,0,0,0,0,0
300329,35,28,43,30,37,24,26,27,0,0,0,0,0,0
300330,58,44,55,51,48,41,49,40,0,0,0,0,0,0
300331,91,98,88,74,82,85,70,82,0,0,0,0,0,0
300332,17,34,32,30,30,27,30,25,0,0,0,0,0,0
300333,42,45,41,40,42,35,38,40,0,0,0,0,0,0
300334,42,40,56,43,25,43,33,32,0,0,0,0,0,0
300335,67,53,70,73,90,68,104,70,0,0,0,0,0,0
300336,25,27,25,31,28,16,21,20,0,0,0,0,0,0
300337,31,36,36,37,27,37,31,29,0,0,0,0,0,0
300338,44,29,50,41,35,32,30,33,0,0,0,0,0,0
300339,42,46,42,36,43,42,37,40,0,0,0,0,0,0
300340,68,57,69,48,59,41,55,45,0,0,0,0,0,0
300341,418,424,435,448,389,404,324,393,0,0,0,0,0,0
300342,27,19,24,16,32,23,17,14,0,0,0,0,0,0
300343,24,28,31,23,21,20,18,18,0,0,0,0,0,0
300344,19,22,19,20,23,15,25,19,0,0,0,0,0,0
300345,465,414,364,388,346,371,343,354,0,0,0,0,0,0
300346,32,37,34,32,43,43,51,29,0,0,0,0,0,0
300347,20,19,20,15,24,16,29,13,0,0,0,0,0,0
300348,362,284,302,314,258,278,270,274,0,0,0,0,0,0
300349,34,19,22,19,19,16,23,16,0,0,0,0,0,0
300350,40,38,40,36,35,22,43,30,0,0,0,0,0,0
300351,63,45,48,56,60,48,39,36,0,0,0,0,0,0
300352,21,21,16,21,23,19,18,22,0,0,0,0,0,0
300353,15,15,22,21,24,15,18,21,0,0,0,0,0,0
300354,97,73,78,67,84,80,61,60,0,0,0,0,0,0
300355,47,42,57,52,41,36,39,34,0,0,0,0,0,0
300356,191,205,180,176,140,164,169,135,0,0,0,0,0,0
300357,23,27,33,24,23,31,21,23,0,0,0,0,0,0
300358,53,50,41,41,42,32,40,40,0,0,0,0,0,0
300359,35,37,37,36,31,21,22,25,0,0,0,0,0,0
300360,35,32,50,26,34,29,36,25,0,0,0,0,0,0
300361,42,28,37,34,24,19,34,27,0,0,0,0,0,0
300362,32,32,29,29,27,21,18,28,0,0,0,0,0,0
300363,388,409,376,380,367,371,304,363,0,0,0,0,0,0
300364,69,55,67,55,61,58,75,46,0,0,0,0,0,0
300365,355,280,326,309,305,287,245,258,0,0,0,0,0,0
300366,29,28,46,27,26,29,37,36,0,0,0,0,0,0
300367,249,260,282,265,272,251,230,231,0,0,0,0,0,0
300368,582,647,619,674,621,662,559,621,0,0,0,0,0,0
300369,145,137,111,89,86,92,67,74,0,0,0,0,0,0
300370,61,46,36,68,48,53,44,46,0,0,0,0,0,0
300371,192,172,180,145,158,137,98,115,0,0,0,0,0,0
300372,69,58,73,71,62,64,75,63,0,0,0,0,0,0
300373,346,339,341,317,300,305,277,221,458,209,275,129,0,0
300374,399,459,364,396,340,378,295,382,0,0,0,0,0,0
300375,56,38,72,48,64,38,54,44,0,0,0,0,0,0
300376,114,117,143,104,125,122,120,115,0,0,0,0,0,0
300377,68,60,58,40,33,54,36,35,0,0,0,0,1,2
300378,52,27,53,41,44,36,50,33,0,0,0,0,0,0
300379,46,26,46,31,31,36,31,28,0,0,0,0,0,0
300380,64,53,72,62,52,62,51,59,0,0,0,0,0,0
300381,61,55,75,51,44,50,52,52,0,0,0,0,0,0
300382,40,42,35,50,34,37,33,32,0,0,0,0,0,0
300383,28,27,27,21,22,30,17,19,0,0,0,0,0,0
300384,51,56,51,67,48,49,47,44,0,0,0,0,1,0
300385,41,33,46,35,40,35,22,34,0,0,0,0,0,0
300386,96,75,90,97,82,90,75,79,0,0,0,0,3,1
300387,60,47,55,53,46,48,31,39,0,0,0,0,0,0
300388,517,458,437,551,351,443,283,378,0,0,0,0,0,0
300389,51,51,62,46,46,40,28,39,0,0,0,0,0,0
300390,121,131,123,131,100,112,87,87,0,0,0,0,0,0
300391,109,107,113,144,105,118,77,90,0,0,0,0,0,0
300392,42,50,54,39,59,34,56,47,0,0,0,0,0,0
300393,25,13,16,23,17,13,17,15,0,0,0,0,0,0
300394,106,104,99,113,97,83,89,81,0,0,0,0,0,0
300395,67,46,64,45,48,40,52,32,0,0,0,0,0,0
300396,51,43,43,30,43,30,38,33,0,0,0,0,0,0
300397,22,42,33,30,26,18,26,28,0,0,0,0,0,0
300398,46,59,61,34,55,48,49,45,0,0,0,0,0,0
300399,17,15,11,10,10,11,12,16,0,0,0,0,0,0
300400,51,44,42,28,45,27,40,33,0,0,0,0,0,0
300401,54,45,47,39,31,40,34,33,0,0,0,0,0,0
300402,71,38,59,46,56,56,45,52,0,0,0,0,0,0
300403,36,34,46,41,32,32,44,38,0,0,0,0,0,0
300404,37,33,54,38,57,32,41,25,0,0,0,0,0,0
300405,85,74,97,76,67,73,90,53,24,24,0,0,0,0
300406,48,48,40,36,34,35,31,34,0,0,0,0,0,0
300407,94,78,88,78,70,68,80,56,0,0,0,0,0,0
300408,37,30,29,36,49,29,35,21,0,0,0,0,0,0
300409,34,36,34,41,39,33,26,35,0,0,0,0,0,0
300410,486,494,451,490,429,480,376,454,0,0,0,0,0,0
305501,103,97,96,76,78,73,66,48,0,0,0,0,0,0
305502,100,76,86,88,84,54,41,58,0,0,0,0,0,0
305503,53,39,44,37,49,44,35,47,0,0,0,0,0,0
305601,21,18,21,17,17,15,17,9,0,0,0,0,0,0
305602,38,50,45,44,54,46,32,30,0,0,0,0,0,0
305701,48,50,68,31,33,28,53,30,0,0,0,0,0,0
305702,48,34,46,48,30,36,32,37,0,0,0,0,0,0
305703,65,48,47,63,30,35,38,31,0,0,0,0,0,0
305801,30,14,20,19,31,19,14,19,0,0,0,0,0,0
305802,25,15,23,15,24,26,25,14,0,0,0,0,0,0
320801,44,39,42,49,45,57,29,30,0,0,0,0,0,0
320802,43,31,39,33,25,35,35,29,0,0,0,0,0,0
320803,34,32,46,24,32,38,42,33,0,0,0,0,0,0
320804,194,190,185,173,190,195,132,169,0,0,0,0,0,0
320805,62,56,72,47,54,60,50,48,0,0,0,0,0,0
320806,26,33,30,39,42,31,36,32,0,0,0,0,0,0
320807,79,42,58,62,57,45,53,43,0,0,0,0,0,0
320808,26,21,25,33,27,20,19,22,0,0,0,0,0,0
320809,21,25,19,24,16,15,18,20,0,0,0,0,0,0
320810,38,34,29,30,41,29,52,27,0,0,0,0,0,0
320811,36,25,26,26,28,14,18,25,0,0,0,0,0,0
320812,41,33,41,36,42,33,31,28,0,0,0,0,0,0
320814,108,91,106,116,97,95,81,96,0,0,0,0,0,0
320815,80,85,101,75,82,78,95,80,0,0,0,0,0,0
320816,96,68,89,74,85,70,73,71,0,0,0,0,0,0
320817,57,61,68,67,59,66,46,47,0,0,0,0,0,0
320818,28,29,39,34,42,38,27,27,0,0,0,0,0,0
320819,43,37,29,39,37,31,32,31,0,0,0,0,0,0
320820,16,22,19,24,10,14,6,21,0,0,0,0,0,0
320821,16,17,24,18,17,17,22,31,0,0,0,0,0,0
320822,23,17,22,21,30,18,31,23,0,0,0,0,0,0
320823,25,26,28,15,23,24,18,22,0,0,0,0,0,0
320824,16,17,17,13,11,19,0,0,0,0,0,0,0,0
320825,19,13,12,15,22,11,0,0,0,0,0,0,0,0
320826,41,28,38,41,29,30,0,0,0,0,0,0,0,0
320827,60,68,67,48,60,57,0,0,0,0,0,0,0,0
320828,8,2,11,3,12,5,0,0,0,0,0,0,0,0
320901,35,29,51,25,33,33,29,22,0,0,0,0,0,0
320902,33,29,35,38,45,35,33,32,0,0,0,0,0,0
