School ID,Grade 7 Male,Grade 7 Female,Grade 8 Male,Grade 8 Female,Grade 9 Male,Grade 9 Female,Grade 10 Male,Grade 10 Female,Grade 11 Male,Grade 11 Female,Grade 12 Male,Grade 12 Female,SPED NG Male,SPED NG Female
301498,53,40,40,52,46,40,40,44,0,0,0,0,0,0
301499,141,112,112,109,112,121,87,88,0,0,0,0,0,0
301500,117,91,110,102,98,97,86,110,0,0,0,0,0,0
301501,501,451,455,446,407,405,415,442,0,0,0,0,0,0
301502,"1,195","1,181","1,100","1,165",972,"1,083",978,"1,082",0,0,0,0,0,0
301503,94,77,61,68,70,71,65,52,0,0,0,0,0,0
301504,394,405,389,382,314,355,302,307,0,0,0,0,0,0
301505,521,486,546,485,402,447,361,371,0,0,0,0,0,0
301506,121,94,97,93,72,59,69,66,0,0,0,0,0,0
301507,73,57,60,46,50,49,29,49,0,0,0,0,0,0
301508,122,105,120,135,80,99,81,103,0,0,0,0,0,0
301509,98,84,100,68,98,94,75,79,0,0,0,0,0,0
301510,82,99,64,63,63,55,49,57,0,0,0,0,0,0
301511,24,32,20,34,30,22,25,12,0,0,0,0,0,0
301512,50,42,41,44,35,45,50,57,0,0,0,0,0,0
301513,25,27,21,11,16,13,28,13,0,0,0,0,0,0
301514,300,364,256,298,233,290,199,247,0,0,0,0,0,0
301515,168,158,150,169,123,172,145,134,0,0,0,0,0,0
301516,353,340,311,379,314,327,317,285,0,0,0,0,0,0
301517,20,14,14,19,16,10,17,15,0,0,0,0,0,0
301518,204,223,198,219,191,225,154,202,0,0,0,0,0,0
301519,188,209,166,202,187,161,179,157,0,0,0,0,0,0
301520,50,51,60,54,62,45,55,52,0,0,0,0,0,0
301521,287,240,205,217,211,235,226,212,0,0,0,0,0,0
301522,119,118,101,113,95,91,95,83,0,0,0,0,0,0
301523,234,233,206,199,160,179,171,219,0,0,0,0,0,0
301524,197,208,177,197,177,173,116,130,0,0,0,0,0,0
301525,247,255,209,212,203,182,156,149,0,0,0,0,0,0
301527,148,179,119,132,138,124,119,106,0,0,0,0,0,0
307701,67,60,68,53,48,46,55,50,0,0,0,0,0,0
307702,87,82,65,69,60,55,66,55,0,0,0,0,3,0
307703,61,38,51,52,46,48,50,43,0,0,0,0,0,0
307704,96,100,77,121,105,92,96,113,0,0,0,0,0,0
307705,83,73,66,52,81,61,65,51,0,0,0,0,0,0
307706,224,235,221,222,199,205,186,169,0,0,0,0,0,0
307707,49,49,58,46,45,48,48,49,0,0,0,0,0,0
307708,114,100,105,92,84,98,72,90,0,0,0,0,0,0
307709,303,224,222,213,168,194,176,180,0,0,0,0,0,0
307710,132,116,156,113,109,101,115,104,0,0,0,0,0,0
307711,41,39,59,47,43,35,43,54,0,0,0,0,0,0
307712,35,35,27,49,21,44,30,28,0,0,0,0,0,0
307713,71,67,56,52,42,55,40,44,0,0,0,0,0,0
307714,50,51,42,46,57,39,44,37,0,0,0,0,0,0
307716,73,38,58,57,46,46,43,36,0,0,0,0,0,0
307717,79,52,66,63,63,63,55,51,0,0,0,0,0,0
307718,59,41,62,52,57,54,48,31,0,0,0,0,0,0
307719,61,39,51,49,40,40,35,38,0,0,0,0,0,0
307720,40,33,36,38,30,22,36,30,0,0,0,0,0,0
307721,20,19,18,27,25,19,15,26,0,0,0,0,0,0
307722,26,18,33,23,17,30,46,26,0,0,0,0,0,0
307723,15,28,28,34,26,27,0,0,0,0,0,0,0,0
307724,45,26,46,25,43,37,0,0,0,0,0,0,0,0
307725,52,58,67,50,50,53,0,0,0,0,0,0,0,0
307726,20,15,26,25,0,0,0,0,0,0,0,0,0,0
307727,65,67,62,50,57,39,0,0,0,0,0,0,0,0
307801,244,287,235,243,223,223,207,210,0,0,0,0,0,0
307802,160,135,137,128,122,101,101,120,0,0,0,0,0,0
307803,328,271,234,228,207,211,202,197,0,0,0,0,0,0
307804,18,20,18,18,16,19,22,16,0,0,0,0,0,0
307805,28,22,29,27,28,35,36,23,0,0,0,0,0,0
307806,175,139,138,126,129,116,86,123,0,0,0,0,0,0
307807,79,69,73,53,58,72,67,60,0,0,0,0,0,0
307808,114,100,125,115,89,119,92,95,0,0,0,0,0,0
307809,285,276,224,200,233,227,177,206,0,0,0,0,0,0
307810,77,53,80,64,82,72,48,54,0,0,0,0,0,0
307811,272,226,230,184,197,168,166,151,0,0,0,0,0,0
307812,359,331,334,314,351,305,271,275,0,0,0,0,0,0
307813,236,218,222,210,150,209,191,185,0,0,0,0,0,0
307814,43,46,48,48,43,49,50,46,0,0,0,0,0,0
307815,211,236,217,197,184,192,169,179,0,0,0,0,0,0
307816,70,59,65,61,52,43,44,24,0,0,0,0,0,0
307817,171,151,198,182,163,184,143,138,0,0,0,0,0,0
307818,67,64,73,63,62,53,65,52,0,0,0,0,0,0
307819,74,92,88,84,65,92,54,72,0,0,0,0,0,0
307820,28,25,23,22,17,28,25,16,0,0,0,0,0,0
307821,323,273,289,286,283,243,204,165,0,0,0,0,0,0
307901,866,854,719,753,615,654,533,549,0,0,0,0,0,0
307902,112,138,110,127,86,145,101,113,0,0,0,0,0,0
307903,172,149,163,158,161,169,134,139,0,0,0,0,0,0
307905,186,206,212,188,175,151,152,162,0,0,0,0,0,0
307906,249,195,184,187,183,236,167,169,0,0,0,0,0,0
307907,530,510,518,497,484,458,418,402,140,109,35,22,0,0
307908,168,133,126,126,126,130,123,123,0,0,0,0,0,0
307909,309,264,253,266,201,224,187,213,0,0,0,0,0,0
307910,15,13,22,26,14,12,21,18,0,0,0,0,0,0
307911,97,87,92,84,84,75,89,82,0,0,0,0,0,0
307912,54,54,42,31,52,37,35,35,0,0,0,0,0,0
307913,187,179,199,181,201,188,192,180,87,19,0,0,0,0
307914,206,227,218,180,183,201,174,188,0,0,0,0,0,0
307915,160,133,138,111,100,101,116,93,0,0,0,0,0,0
307917,81,66,62,55,66,59,33,58,0,0,0,0,0,0
307918,8,9,20,14,13,7,6,8,0,0,0,0,0,0
307920,63,64,62,55,57,49,56,52,0,0,0,0,0,0
307921,261,218,215,213,188,189,196,175,0,0,0,0,0,0
307922,14,13,15,11,17,6,11,11,0,0,0,0,0,0
307923,404,377,396,334,347,360,301,308,0,0,0,0,0,0
307924,26,15,29,21,24,18,23,13,0,0,0,0,0,0
307925,19,5,12,19,15,8,8,9,0,0,0,0,0,0
307926,19,12,9,8,13,12,10,8,0,0,0,0,0,0
307927,99,108,100,96,59,80,52,50,0,0,0,0,0,0
307928,43,54,43,30,41,39,27,31,0,0,0,0,0,0
307929,38,36,52,43,45,33,43,35,0,0,0,0,0,0
307930,34,50,24,43,25,46,15,29,0,0,0,0,0,0
307931,195,154,123,140,129,130,116,114,0,0,0,0,0,0
307932,112,92,111,100,81,70,121,93,0,0,0,0,0,0
307933,84,58,64,60,67,59,64,63,0,0,0,0,0,0
307934,298,345,284,266,252,224,218,218,0,0,0,0,0,0
307935,31,31,56,28,43,28,35,32,0,0,0,0,0,0
307936,205,165,180,176,195,134,131,115,0,0,0,0,21,30
307937,130,105,131,128,97,90,86,110,0,0,0,0,0,0
307938,22,16,23,21,20,12,22,16,0,0,0,0,0,0
307939,151,150,157,156,114,119,116,119,0,0,0,0,0,0
307940,16,19,11,18,14,18,12,6,0,0,0,0,0,0
308001,63,78,38,49,51,38,37,42,0,0,0,0,0,0
308002,27,25,19,25,17,17,14,15,0,0,0,0,0,0
308003,77,85,45,53,27,30,26,42,0,0,0,0,0,0
308004,163,139,130,130,111,97,111,107,0,0,0,0,0,0
308005,82,52,83,52,46,43,51,48,0,0,0,0,0,0
308006,41,49,40,40,41,40,47,25,0,0,0,0,0,0
308007,59,56,42,58,46,35,54,47,0,0,0,0,0,0
308008,27,34,19,23,23,23,24,25,0,0,0,0,0,0
308009,28,27,25,24,20,26,19,28,0,0,0,0,0,0
308010,29,27,26,32,27,26,17,34,0,0,0,0,0,0
308011,20,27,27,23,21,22,19,32,0,0,0,0,0,0
308012,66,44,53,64,44,47,57,51,0,0,0,0,0,0
308013,27,25,18,22,25,19,21,16,0,0,0,0,0,0
308014,25,34,26,10,17,21,16,16,0,0,0,0,0,0
308015,14,15,8,13,8,7,8,6,0,0,0,0,0,0
308016,157,181,137,159,142,118,112,130,0,0,0,0,0,0
308017,24,19,21,15,15,17,15,15,0,0,0,0,0,0
308018,14,15,9,13,12,10,13,13,0,0,0,0,0,0
308019,136,122,151,143,125,104,107,93,0,0,0,0,0,0
308020,56,64,58,52,56,66,46,45,0,0,0,0,0,0
308021,27,23,35,33,24,22,31,15,0,0,0,0,0,0
308022,30,31,29,25,25,24,17,19,0,0,0,0,0,0
308023,51,23,42,52,36,25,26,34,0,0,0,0,0,0
308024,47,51,49,54,31,51,27,45,0,0,0,0,0,0
308025,17,27,9,12,19,15,10,11,0,0,0,0,0,0
308026,38,43,28,41,42,24,32,36,0,0,0,0,0,0
308027,13,13,9,12,10,11,12,15,0,0,0,0,0,0
308028,41,61,35,53,25,41,23,24,0,0,0,0,0,0
308029,28,32,35,23,34,30,29,36,0,0,0,0,0,0
308030,100,101,84,108,101,101,99,85,0,0,0,0,0,0
308031,35,42,21,27,29,25,26,22,0,0,0,0,0,0
308032,107,73,85,84,62,65,65,48,0,0,0,0,0,0
308033,53,56,51,49,32,50,48,35,0,0,0,0,0,0
308034,31,37,23,24,24,19,13,28,0,0,0,0,0,0
308035,57,54,50,46,67,51,62,51,0,0,0,0,0,0
308036,32,40,42,27,39,32,32,39,0,0,0,0,0,0
308037,55,37,70,42,53,56,80,68,0,0,0,0,0,0
308038,13,18,11,13,6,22,36,21,0,0,0,0,0,0
308039,36,50,35,13,35,25,27,24,0,0,0,0,0,0
308040,83,52,67,49,39,39,72,58,0,0,0,0,0,0
308041,87,57,84,74,85,69,90,83,0,0,0,0,0,0
308042,22,21,31,20,22,19,20,23,0,0,0,0,0,0
308043,41,28,40,40,29,30,39,18,0,0,0,0,0,0
308044,36,38,24,32,25,20,13,24,0,0,0,0,0,0
308045,25,24,20,14,10,20,9,17,0,0,0,0,0,0
308046,39,33,41,31,26,22,30,27,0,0,0,0,0,0
308047,30,38,30,27,38,31,0,0,0,0,0,0,0,0
308048,12,15,7,16,16,14,18,13,0,0,0,0,0,0
308101,116,108,101,94,87,78,68,66,0,0,0,0,0,0
308102,278,219,241,207,222,182,208,176,0,0,0,0,0,0
308103,115,128,123,103,77,104,67,89,0,0,0,0,0,0
308104,276,266,247,245,191,205,166,203,0,0,0,0,0,0
308105,360,331,295,323,265,274,246,252,0,0,0,0,0,0
308106,390,407,383,349,308,352,244,267,0,0,0,0,0,0
308107,27,27,21,23,14,15,9,20,0,0,0,0,0,0
308108,258,211,243,223,201,208,197,198,0,0,0,0,0,0
308109,"1,067","1,070",282,285,0,0,0,0,0,0,0,0,4,9
308110,0,0,416,429,0,0,0,0,0,0,0,0,0,0
308111,0,0,304,307,0,0,0,0,0,0,0,0,0,0
308113,27,48,15,34,14,31,34,49,6,3,6,2,0,0
308114,332,345,304,337,315,277,241,253,0,0,0,0,0,0
308115,85,66,93,81,78,75,54,81,0,0,0,0,0,0
308116,463,522,439,441,360,405,312,379,0,0,0,0,3,2
308117,141,190,135,149,123,131,102,154,0,0,0,0,0,0
308118,31,38,23,32,16,27,17,31,0,0,0,0,0,0
308119,209,202,387,389,357,376,324,368,0,0,0,0,0,0
308120,161,126,138,118,110,122,107,91,0,0,0,0,0,0
308121,40,30,47,39,27,25,16,26,0,0,0,0,0,0
308122,111,109,98,101,61,82,62,59,0,0,0,0,0,0
308123,110,101,118,118,85,90,92,96,0,0,0,0,0,0
308124,272,283,247,246,206,225,159,169,0,0,0,0,0,0
308125,101,108,92,114,99,91,70,90,0,0,0,0,0,0
308126,244,218,206,177,206,169,137,141,0,0,0,0,0,0
308127,38,40,51,53,35,29,21,25,0,0,0,0,0,0
308128,62,65,50,56,43,51,51,48,0,0,0,0,0,0
308129,290,267,253,243,205,238,152,177,0,0,0,0,0,0
308130,84,75,96,65,86,89,67,75,0,0,0,0,0,0
308131,99,67,94,74,86,83,62,58,0,0,0,0,0,0
308132,38,30,20,35,36,20,23,27,0,0,0,0,0,0
308133,17,21,7,12,8,7,12,8,0,0,0,0,0,0
308134,243,227,216,183,166,177,140,172,0,0,0,0,0,0
308135,203,187,204,158,184,161,158,143,0,0,0,0,0,0
308136,178,169,165,122,148,107,80,96,0,0,0,0,0,0
308137,18,13,12,16,10,13,14,17,0,0,0,0,0,0
308138,86,72,69,70,44,44,50,40,0,0,0,0,0,0
308139,193,192,168,175,138,102,62,78,0,0,0,0,0,0
308140,23,9,14,13,16,20,0,0,0,0,0,0,0,0
308141,37,33,26,32,18,14,0,0,0,0,0,0,0,0
308142,40,31,53,41,34,35,18,23,0,0,0,0,0,0
308201,129,133,134,102,127,125,117,95,0,0,0,0,0,0
308202,59,59,53,67,78,52,47,48,0,0,0,0,0,0
308203,125,94,92,70,80,65,0,0,0,0,0,0,0,0
308204,180,147,132,119,0,0,0,0,0,0,0,0,0,0
308501,316,338,254,320,261,256,201,222,0,0,0,0,4,3
308502,160,155,184,152,155,145,147,120,0,0,0,0,4,6
308503,225,224,199,196,214,194,157,186,0,0,0,0,0,0
308504,57,60,26,46,36,41,30,26,0,0,0,0,0,0
308505,42,53,59,53,68,49,0,0,0,0,0,0,0,0
308506,17,15,21,9,29,24,0,0,0,0,0,0,0,0
308601,129,111,118,141,101,113,105,121,0,0,0,0,0,0
308602,314,262,208,223,174,200,161,177,0,0,0,0,0,0
308603,69,40,58,47,42,33,43,54,0,0,0,0,0,0
308604,11,5,5,4,2,3,5,6,0,0,0,0,6,5
308605,51,67,50,57,33,43,13,26,0,0,0,0,0,0
308606,103,102,92,81,76,90,55,81,0,0,0,0,0,0
308607,32,32,28,16,24,28,25,11,0,0,0,0,0,0
308701,82,73,60,59,57,74,56,47,0,0,0,0,0,0
308702,236,236,215,182,169,171,165,141,0,0,0,0,0,0
308703,176,168,137,149,113,133,139,116,0,0,0,0,0,0
308704,32,40,28,43,37,35,30,38,0,0,0,0,0,0
321501,183,167,153,173,118,136,124,116,0,0,0,0,0,0
321502,22,25,22,25,24,17,17,17,0,0,0,0,0,0
321503,23,13,13,8,9,10,12,12,0,0,0,0,0,0
321504,75,66,48,64,48,61,53,56,0,0,0,0,0,0
321505,419,368,354,340,296,277,248,241,0,0,0,0,0,0
321506,224,200,186,235,159,155,136,163,0,0,0,0,0,0
321601,380,409,371,345,325,356,275,296,0,0,0,0,0,0
324001,291,294,271,270,242,268,238,235,0,0,0,0,0,0
325901,233,249,245,247,248,235,194,230,0,0,0,0,0,0
325902,305,298,236,244,221,219,179,197,0,0,0,0,0,0
301528,26,22,28,21,20,24,20,25,0,0,0,0,0,0
301529,45,30,46,55,35,48,34,32,0,0,0,0,0,0
301530,44,46,50,41,49,31,38,31,0,0,0,0,0,0
301531,147,150,141,132,157,132,95,103,0,0,0,0,0,0
301532,138,142,126,126,141,117,109,98,0,0,0,0,0,0
301533,25,16,15,20,22,27,23,18,0,0,0,0,0,0
301534,16,15,18,17,17,10,5,17,0,0,0,0,0,0
301535,159,148,106,158,115,142,95,115,0,0,0,0,0,0
301536,32,18,20,21,22,23,11,26,0,0,0,0,0,0
301537,36,33,34,21,29,43,22,18,0,0,0,0,0,0
301538,18,11,17,11,18,12,12,12,0,0,0,0,0,0
301539,21,21,14,27,22,9,15,13,0,0,0,0,0,0
301540,39,46,24,37,33,26,34,26,0,0,0,0,0,0
301541,62,51,47,57,50,54,28,41,0,0,0,0,0,0
301542,25,28,30,29,23,22,20,15,0,0,0,0,0,0
301543,24,22,26,20,11,18,29,23,0,0,0,0,0,0
301544,55,45,51,46,53,52,40,38,0,0,0,0,0,0
301545,47,28,33,44,40,27,34,38,0,0,0,0,0,0
301546,13,36,20,26,24,14,14,14,0,0,0,0,0,0
301547,29,30,42,35,34,41,31,35,0,0,0,0,0,0
301548,112,112,80,80,80,65,69,70,0,0,0,0,0,0
301549,102,106,80,95,86,90,85,91,0,0,0,0,0,0
301550,3,10,10,14,11,14,21,11,0,0,0,0,0,0
301551,42,55,61,64,61,50,47,48,0,0,0,0,0,0
301552,24,16,28,21,22,13,21,20,0,0,0,0,0,0
301553,35,43,40,27,37,22,23,34,0,0,0,0,0,0
301554,468,444,373,393,358,343,333,372,0,0,0,0,0,0
301555,39,39,40,40,43,34,41,53,0,0,0,0,0,0
301556,71,70,72,75,54,53,66,64,0,0,0,0,0,0
301557,75,71,65,63,60,51,52,54,0,0,0,0,0,0
301558,21,17,26,15,23,22,12,17,0,0,0,0,0,0
301559,19,14,25,13,17,23,13,16,0,0,0,0,0,0
301560,10,12,18,14,15,13,14,18,0,0,0,0,0,0
301561,39,35,28,36,36,28,14,22,0,0,0,0,0,0
301562,35,32,37,29,36,37,40,30,0,0,0,0,0,0
301563,28,29,33,26,31,27,31,41,0,0,0,0,0,0
301564,15,17,12,25,26,17,16,15,0,0,0,0,0,0
301565,47,26,36,48,26,27,25,32,0,0,0,0,0,0
301566,90,92,79,69,79,61,72,82,0,0,0,0,0,0
301567,41,42,36,35,30,34,35,26,0,0,0,0,0,0
301568,48,51,34,44,20,28,24,24,0,0,0,0,0,0
301569,129,142,124,109,108,95,116,97,0,0,0,0,0,0
301570,51,45,53,40,40,29,36,55,0,0,0,0,0,0
301571,16,29,27,22,19,31,13,12,0,0,0,0,0,0
301572,83,69,43,51,38,45,28,45,0,0,0,0,0,0
301573,78,53,56,57,60,56,52,56,0,0,0,0,0,0
301574,158,150,111,135,103,104,58,85,0,0,0,0,0,0
301575,50,51,26,30,34,37,16,21,0,0,0,0,0,0
301576,45,31,40,26,28,25,15,19,0,0,0,0,0,0
301577,45,61,45,33,26,44,32,38,0,0,0,0,0,0
301578,80,118,71,70,68,69,57,49,0,0,0,0,0,0
301579,53,54,30,45,22,34,20,29,0,0,0,0,0,0
301580,48,56,39,46,63,52,52,47,0,0,0,0,0,0
301581,126,134,80,110,95,94,81,93,0,0,0,0,0,0
301582,30,37,43,33,31,31,20,26,0,0,0,0,0,0
301583,47,38,33,43,34,25,28,28,0,0,0,0,0,0
301584,28,28,40,26,30,30,32,29,0,0,0,0,0,0
301585,61,81,57,72,54,77,48,65,0,0,0,0,0,0
301586,88,49,78,50,73,43,76,40,0,0,0,0,0,0
301587,23,19,16,25,23,19,18,24,0,0,0,0,0,0
301588,289,301,240,270,180,186,158,164,0,0,0,0,0,0
301589,84,65,74,71,44,52,56,46,0,0,0,0,0,0
301590,43,44,24,32,17,30,40,24,0,0,0,0,0,0
301591,76,83,65,67,64,58,46,59,0,0,0,0,0,0
301592,263,244,224,176,184,167,163,163,0,0,0,0,0,0
301593,554,493,464,448,379,400,320,345,0,0,0,0,0,0
301594,124,118,96,94,93,98,81,88,0,0,0,0,0,0
301595,215,185,168,194,147,158,110,132,0,0,0,0,0,0
301596,423,413,348,409,323,358,294,347,0,0,0,0,0,0
301597,31,41,26,28,18,37,18,40,0,0,0,0,0,0
301598,30,28,27,30,18,26,21,27,0,0,0,0,0,0
301599,352,411,319,304,261,301,182,289,0,0,0,0,0,0
301600,157,165,139,157,128,133,128,108,0,0,0,0,0,0
301601,115,100,93,96,90,72,71,80,0,0,0,0,0,0
301602,32,31,22,28,27,23,22,16,0,0,0,0,0,0
301603,244,213,209,193,187,186,167,188,0,0,0,0,0,0
301604,131,94,94,99,80,71,71,80,0,0,0,0,0,0
301605,70,49,34,42,44,36,22,29,0,0,0,0,0,0
301606,46,47,36,34,38,34,37,34,0,0,0,0,0,0
301607,49,32,40,29,29,47,34,31,0,0,0,0,0,0
301608,35,16,33,19,30,18,27,26,0,0,0,0,0,0
301609,25,28,33,29,20,26,23,17,0,0,0,0,0,0
301610,111,120,125,113,99,90,77,97,0,0,0,0,0,0
301611,43,37,53,52,41,47,32,29,0,0,0,0,0,0
301612,54,54,65,50,72,62,56,56,0,0,0,0,0,0
301613,238,221,238,251,212,223,186,209,0,0,0,0,0,0
301614,101,74,100,82,81,73,78,66,0,0,0,0,0,0
301615,58,49,46,50,37,47,33,28,0,0,0,0,0,0
301616,163,178,191,161,143,166,158,163,0,0,0,0,0,0
301617,104,97,103,102,88,101,92,98,0,0,0,0,0,0
301618,30,58,31,48,37,46,17,34,0,0,0,0,0,0
301619,49,50,49,55,42,42,55,41,0,0,0,0,0,0
301620,160,231,167,182,139,136,152,146,0,0,0,0,0,0
301621,71,82,68,78,56,60,47,68,0,0,0,0,0,0
301622,110,142,80,85,49,70,61,67,0,0,0,0,0,0
301623,126,96,117,104,114,98,102,113,0,0,0,0,0,0
301624,62,49,61,49,62,53,45,70,0,0,0,0,0,0
301625,73,82,78,87,96,69,81,85,0,0,0,0,0,0
301627,153,147,129,157,140,123,146,98,0,0,0,0,0,0
301628,43,24,30,31,19,30,25,32,0,0,0,0,0,0
301629,69,65,69,65,56,64,45,61,0,0,0,0,0,0
301630,128,105,87,106,110,98,88,97,0,0,0,0,0,0
301631,234,227,204,238,211,182,170,227,0,0,0,0,0,0
301632,47,31,39,47,33,39,32,36,0,0,0,0,0,0
301633,67,77,83,82,80,74,78,72,0,0,0,0,0,0
301634,223,214,227,233,191,224,194,206,0,0,0,0,0,0
301635,29,34,29,28,35,25,27,37,0,0,0,0,0,0
301636,52,53,51,56,39,44,47,45,0,0,0,0,0,0
301637,42,36,42,33,22,40,23,39,0,0,0,0,0,0
301638,67,69,50,53,47,45,37,58,0,0,0,0,0,0
301639,167,164,147,150,114,149,129,121,0,0,0,0,0,0
301640,162,165,203,170,136,145,143,153,0,0,0,0,0,0
301641,94,87,98,89,87,85,79,71,0,0,0,0,0,0
301642,56,48,73,53,56,49,50,66,0,0,0,0,0,0
301643,77,92,70,51,56,62,51,55,0,0,0,0,0,0
301644,244,210,226,206,217,213,229,189,0,0,0,0,0,0
301645,145,104,101,108,100,97,127,103,0,0,0,0,0,0
301646,109,93,121,83,55,64,64,70,0,0,0,0,0,0
301647,112,69,60,60,84,77,66,80,0,0,0,0,0,0
301648,236,223,213,208,184,187,171,169,0,0,0,0,0,0
301649,138,128,100,115,102,114,91,94,0,0,0,0,0,0
301650,2,0,19,0,0,9,13,4,0,0,0,0,0,0
301651,70,72,74,81,62,69,61,68,0,0,0,0,0,0
301652,127,96,132,106,112,124,127,135,0,0,0,0,0,0
301653,124,128,117,100,91,93,86,105,0,0,0,0,0,0
301654,84,68,80,82,89,81,77,70,0,0,0,0,0,0
301655,94,87,96,83,76,68,65,75,0,0,0,0,0,0
301656,61,55,46,47,41,29,46,37,0,0,0,0,0,0
301657,72,78,71,51,47,46,43,52,0,0,0,0,0,0
301658,74,98,63,56,51,63,48,71,0,0,0,0,0,0
301659,100,81,73,69,69,89,44,58,0,0,0,0,0,0
301660,75,75,54,92,56,50,70,66,0,0,0,0,0,0
301661,37,34,37,40,43,28,26,33,0,0,0,0,0,0
301662,118,95,103,111,91,101,71,77,0,0,0,0,0,0
301663,105,106,110,100,101,82,72,73,0,0,0,0,0,0
301664,50,61,50,41,23,29,29,36,0,0,0,0,0,0
301665,25,31,19,23,30,22,14,17,0,0,0,0,0,0
301666,136,161,96,124,66,67,56,57,0,0,0,0,0,0
301667,76,64,62,77,62,60,62,60,0,0,0,0,0,0
301668,144,172,112,178,117,144,106,125,0,0,0,0,0,0
301669,84,73,71,80,67,64,49,69,0,0,0,0,0,0
301670,20,18,27,29,18,15,20,21,0,0,0,0,0,0
301671,255,294,203,252,171,227,122,189,0,0,0,0,0,0
301672,58,60,52,54,37,46,38,42,0,0,0,0,0,0
301673,13,16,18,21,4,5,3,8,0,0,0,0,0,0
301674,68,111,43,95,26,56,21,45,0,0,0,0,0,0
301675,31,35,23,25,14,33,15,26,0,0,0,0,0,0
301676,47,40,28,33,21,26,23,26,0,0,0,0,0,0
301677,71,69,65,62,55,62,57,60,0,0,0,0,0,0
301678,32,25,29,27,37,24,30,24,0,0,0,0,0,0
301679,80,65,30,52,29,35,25,40,0,0,0,0,0,0
301680,105,123,103,111,90,90,109,103,0,0,0,0,0,0
301681,53,43,49,37,41,42,36,35,0,0,0,0,0,0
301682,72,61,40,51,41,61,47,48,0,0,0,0,0,0
301683,66,45,48,59,45,39,39,53,0,0,0,0,0,0
301684,338,350,251,303,214,280,228,201,0,0,0,0,0,0
301685,186,172,154,170,133,129,101,108,0,0,0,0,0,0
301686,18,15,10,13,10,13,11,8,0,0,0,0,0,0
301687,161,177,161,156,111,117,69,91,0,0,0,0,0,0
301688,95,79,85,72,79,61,44,62,0,0,0,0,0,0
301689,61,67,47,47,69,44,49,56,0,0,0,0,0,0
301690,46,35,34,39,37,43,37,32,0,0,0,0,0,0
301691,40,38,42,46,28,36,37,19,0,0,0,0,0,0
301692,35,37,27,22,29,17,28,23,0,0,0,0,0,0
301693,183,176,139,165,127,153,121,137,0,0,0,0,0,0
301694,41,41,43,36,34,29,30,21,0,0,0,0,0,0
301695,59,47,53,52,43,47,38,45,0,0,0,0,0,0
301696,30,23,20,18,20,11,16,16,0,0,0,0,0,0
301697,27,21,22,20,22,23,23,19,0,0,0,0,0,0
301698,36,21,27,26,24,21,23,18,0,0,0,0,0,0
301699,107,125,98,87,91,92,77,105,0,0,0,0,0,0
301700,92,74,94,78,67,56,48,57,0,0,0,0,0,0
301701,37,46,44,52,42,50,29,40,0,0,0,0,0,0
301702,160,123,118,124,115,132,112,103,0,0,0,0,0,0
301703,58,70,40,54,27,48,43,51,0,0,0,0,0,0
301704,83,65,70,69,48,59,46,43,0,0,0,0,0,0
301705,122,76,93,65,62,64,55,63,0,0,0,0,0,0
301706,62,54,57,45,35,39,43,38,0,0,0,0,0,0
301707,21,35,21,25,9,15,30,30,0,0,0,0,0,0
301708,39,31,25,21,25,21,34,20,0,0,0,0,0,0
301709,28,24,28,26,16,24,26,22,0,0,0,0,0,0
301710,295,320,251,259,247,251,231,221,0,0,0,0,0,0
301711,124,93,92,85,80,88,84,93,0,0,0,0,0,0
301712,73,79,55,32,46,45,33,47,0,0,0,0,0,0
301713,66,59,69,55,26,38,41,62,0,0,0,0,0,0
301714,35,46,31,37,36,36,29,32,0,0,0,0,0,0
301718,87,78,74,64,88,79,55,61,0,0,0,0,0,0
301719,101,94,73,87,80,61,45,54,0,0,0,0,0,0
301720,38,28,27,17,31,23,37,26,0,0,0,0,0,0
301721,37,39,41,43,34,36,48,38,0,0,0,0,0,0
301722,91,75,86,71,87,67,61,71,0,0,0,0,0,0
301723,56,65,49,58,44,52,39,36,0,0,0,0,0,0
301724,140,132,107,89,128,97,92,102,0,0,0,0,0,0
301725,257,258,193,219,169,190,173,188,0,0,0,0,0,0
301726,295,346,247,304,220,282,196,234,0,0,0,0,0,0
301727,65,52,50,53,32,46,23,39,0,0,0,0,0,0
301728,80,85,59,60,75,58,53,63,0,0,0,0,0,0
301729,46,49,36,43,36,32,29,39,0,0,0,0,0,0
301730,153,188,112,148,95,142,89,121,0,0,0,0,0,0
301731,335,350,269,320,272,311,209,310,0,0,0,0,0,0
301732,79,64,70,49,60,46,52,47,0,0,0,0,0,0
301733,109,121,74,104,84,68,54,68,0,0,0,0,0,0
301734,126,147,101,98,90,85,103,90,0,0,0,0,0,0
301735,25,23,15,13,18,12,14,18,0,0,0,0,0,0
301736,39,35,30,31,31,23,28,32,0,0,0,0,0,0
301737,104,116,86,108,86,85,57,63,0,0,0,0,0,0
301738,127,136,125,123,99,102,98,104,0,0,0,0,0,0
301739,66,71,69,67,83,62,85,65,0,0,0,0,0,0
301740,107,108,102,102,73,72,84,84,0,0,0,0,0,0
301741,23,21,22,20,28,24,23,17,0,0,0,0,0,0
301742,27,15,35,37,23,20,21,18,0,0,0,0,0,0
301743,72,112,51,70,60,60,56,42,0,0,0,0,0,0
301744,26,17,32,43,25,21,16,14,0,0,0,0,0,0
